DAVIS/images/bear/00000.jpg,DAVIS/ground_truth_mask/bear/00000.png,DAVIS/box_mask/bear/00000.png
DAVIS/images/bear/00001.jpg,DAVIS/ground_truth_mask/bear/00001.png,DAVIS/box_mask/bear/00001.png
DAVIS/images/bear/00002.jpg,DAVIS/ground_truth_mask/bear/00002.png,DAVIS/box_mask/bear/00002.png
DAVIS/images/bear/00003.jpg,DAVIS/ground_truth_mask/bear/00003.png,DAVIS/box_mask/bear/00003.png
DAVIS/images/bear/00004.jpg,DAVIS/ground_truth_mask/bear/00004.png,DAVIS/box_mask/bear/00004.png
DAVIS/images/bear/00005.jpg,DAVIS/ground_truth_mask/bear/00005.png,DAVIS/box_mask/bear/00005.png
DAVIS/images/bear/00006.jpg,DAVIS/ground_truth_mask/bear/00006.png,DAVIS/box_mask/bear/00006.png
DAVIS/images/bear/00007.jpg,DAVIS/ground_truth_mask/bear/00007.png,DAVIS/box_mask/bear/00007.png
DAVIS/images/bear/00008.jpg,DAVIS/ground_truth_mask/bear/00008.png,DAVIS/box_mask/bear/00008.png
DAVIS/images/bear/00009.jpg,DAVIS/ground_truth_mask/bear/00009.png,DAVIS/box_mask/bear/00009.png
DAVIS/images/bear/00010.jpg,DAVIS/ground_truth_mask/bear/00010.png,DAVIS/box_mask/bear/00010.png
DAVIS/images/bear/00011.jpg,DAVIS/ground_truth_mask/bear/00011.png,DAVIS/box_mask/bear/00011.png
DAVIS/images/bear/00012.jpg,DAVIS/ground_truth_mask/bear/00012.png,DAVIS/box_mask/bear/00012.png
DAVIS/images/bear/00013.jpg,DAVIS/ground_truth_mask/bear/00013.png,DAVIS/box_mask/bear/00013.png
DAVIS/images/bear/00014.jpg,DAVIS/ground_truth_mask/bear/00014.png,DAVIS/box_mask/bear/00014.png
DAVIS/images/bear/00015.jpg,DAVIS/ground_truth_mask/bear/00015.png,DAVIS/box_mask/bear/00015.png
DAVIS/images/bear/00016.jpg,DAVIS/ground_truth_mask/bear/00016.png,DAVIS/box_mask/bear/00016.png
DAVIS/images/bear/00017.jpg,DAVIS/ground_truth_mask/bear/00017.png,DAVIS/box_mask/bear/00017.png
DAVIS/images/bear/00018.jpg,DAVIS/ground_truth_mask/bear/00018.png,DAVIS/box_mask/bear/00018.png
DAVIS/images/bear/00019.jpg,DAVIS/ground_truth_mask/bear/00019.png,DAVIS/box_mask/bear/00019.png
DAVIS/images/bear/00020.jpg,DAVIS/ground_truth_mask/bear/00020.png,DAVIS/box_mask/bear/00020.png
DAVIS/images/bear/00021.jpg,DAVIS/ground_truth_mask/bear/00021.png,DAVIS/box_mask/bear/00021.png
DAVIS/images/bear/00022.jpg,DAVIS/ground_truth_mask/bear/00022.png,DAVIS/box_mask/bear/00022.png
DAVIS/images/bear/00023.jpg,DAVIS/ground_truth_mask/bear/00023.png,DAVIS/box_mask/bear/00023.png
DAVIS/images/bear/00024.jpg,DAVIS/ground_truth_mask/bear/00024.png,DAVIS/box_mask/bear/00024.png
DAVIS/images/bear/00025.jpg,DAVIS/ground_truth_mask/bear/00025.png,DAVIS/box_mask/bear/00025.png
DAVIS/images/bear/00026.jpg,DAVIS/ground_truth_mask/bear/00026.png,DAVIS/box_mask/bear/00026.png
DAVIS/images/bear/00027.jpg,DAVIS/ground_truth_mask/bear/00027.png,DAVIS/box_mask/bear/00027.png
DAVIS/images/bear/00028.jpg,DAVIS/ground_truth_mask/bear/00028.png,DAVIS/box_mask/bear/00028.png
DAVIS/images/bear/00029.jpg,DAVIS/ground_truth_mask/bear/00029.png,DAVIS/box_mask/bear/00029.png
DAVIS/images/bear/00030.jpg,DAVIS/ground_truth_mask/bear/00030.png,DAVIS/box_mask/bear/00030.png
DAVIS/images/bear/00031.jpg,DAVIS/ground_truth_mask/bear/00031.png,DAVIS/box_mask/bear/00031.png
DAVIS/images/bear/00032.jpg,DAVIS/ground_truth_mask/bear/00032.png,DAVIS/box_mask/bear/00032.png
DAVIS/images/bear/00033.jpg,DAVIS/ground_truth_mask/bear/00033.png,DAVIS/box_mask/bear/00033.png
DAVIS/images/bear/00034.jpg,DAVIS/ground_truth_mask/bear/00034.png,DAVIS/box_mask/bear/00034.png
DAVIS/images/bear/00035.jpg,DAVIS/ground_truth_mask/bear/00035.png,DAVIS/box_mask/bear/00035.png
DAVIS/images/bear/00036.jpg,DAVIS/ground_truth_mask/bear/00036.png,DAVIS/box_mask/bear/00036.png
DAVIS/images/bear/00037.jpg,DAVIS/ground_truth_mask/bear/00037.png,DAVIS/box_mask/bear/00037.png
DAVIS/images/bear/00038.jpg,DAVIS/ground_truth_mask/bear/00038.png,DAVIS/box_mask/bear/00038.png
DAVIS/images/bear/00039.jpg,DAVIS/ground_truth_mask/bear/00039.png,DAVIS/box_mask/bear/00039.png
DAVIS/images/bear/00040.jpg,DAVIS/ground_truth_mask/bear/00040.png,DAVIS/box_mask/bear/00040.png
DAVIS/images/bear/00041.jpg,DAVIS/ground_truth_mask/bear/00041.png,DAVIS/box_mask/bear/00041.png
DAVIS/images/bear/00042.jpg,DAVIS/ground_truth_mask/bear/00042.png,DAVIS/box_mask/bear/00042.png
DAVIS/images/bear/00043.jpg,DAVIS/ground_truth_mask/bear/00043.png,DAVIS/box_mask/bear/00043.png
DAVIS/images/bear/00044.jpg,DAVIS/ground_truth_mask/bear/00044.png,DAVIS/box_mask/bear/00044.png
DAVIS/images/bear/00045.jpg,DAVIS/ground_truth_mask/bear/00045.png,DAVIS/box_mask/bear/00045.png
DAVIS/images/bear/00046.jpg,DAVIS/ground_truth_mask/bear/00046.png,DAVIS/box_mask/bear/00046.png
DAVIS/images/bear/00047.jpg,DAVIS/ground_truth_mask/bear/00047.png,DAVIS/box_mask/bear/00047.png
DAVIS/images/bear/00048.jpg,DAVIS/ground_truth_mask/bear/00048.png,DAVIS/box_mask/bear/00048.png
DAVIS/images/bear/00049.jpg,DAVIS/ground_truth_mask/bear/00049.png,DAVIS/box_mask/bear/00049.png
DAVIS/images/bear/00050.jpg,DAVIS/ground_truth_mask/bear/00050.png,DAVIS/box_mask/bear/00050.png
